"Model name","EStructuralFeature count","EENum count","EClass count","EDataType count","EMFCompare matchCount","Diagnostic count"
"Junior_Commander.cfg","274","0","53","221","151","0"
"Dragonguard.cfg","701","0","147","554","347","0"
"wesnoth-manual.cfg","150","0","15","135","118","16"
"trash.cfg","800","0","208","592","297","0"
"Flare.cfg","292","0","56","236","161","0"
"theme_list.cfg","377","0","94","283","159","0"
"tracks.cfg","944","0","128","816","565","0"
"Scout.cfg","452","0","89","363","240","0"
"14_Entering_the_Northlands.cfg","848","0","184","664","403","0"
"04_High_Pass.cfg","875","0","190","685","412","0"
"20a_North_Elves.cfg","3415","0","600","2815","1950","0"
"af_ZA.cfg","17","0","5","12","8","0"
"formula_ai_poisoning.cfg","129","0","31","98","53","0"
"Child_King.cfg","116","0","26","90","63","0"
"Bone_Captain.cfg","186","0","39","147","99","0"
"deprecated-utils.cfg","879","0","216","663","328","9"
"toggle_button_orb.cfg","337","0","81","256","129","0"
"Ethereal_Ghost.cfg","68","0","17","51","28","0"
"about.cfg","5194","0","1296","3898","2124","0"
"Dwarvish_Loremaster.cfg","406","0","83","323","216","0"
"Bat_Dread.cfg","45","0","11","34","21","0"
"10_Epilogue.cfg","779","0","147","632","424","0"
"Loyalist_Dragoon.cfg","358","0","81","277","171","0"
"Skeleton.cfg","257","0","59","198","118","0"
"Mage_Elder.cfg","313","0","69","244","150","0"
"Raider.cfg","294","0","63","231","152","0"
"09_Bounty_Hunters.cfg","1684","0","336","1348","873","0"
"Loyalist_Master_at_Arms.cfg","554","0","129","425","243","0"
"17c_Troll_Hole.cfg","1354","0","249","1105","740","0"
"02_Reclaiming_the_Past.cfg","707","0","156","551","333","0"
"dehydration-utils.cfg","751","0","153","598","406","0"
"stage.cfg","218","0","49","169","94","0"
"Dark_Assassin1.cfg","327","0","69","258","167","0"
"transient_message.cfg","178","0","45","133","74","0"
"depcheck_confirm_change.cfg","330","0","82","248","143","0"
"image-utils.cfg","994","0","237","757","427","0"
"Loyalist_Cavalryman.cfg","260","0","60","200","122","0"
"Dwarvish_Annalist.cfg","395","0","80","315","214","0"
"01_The_Uprooting.cfg","1947","0","400","1547","976","0"
"Skele_Death_Knight.cfg","459","0","84","375","264","0"
"units.cfg","596","0","150","446","276","0"
"khalifate-aoh.cfg","7","0","2","5","4","0"
"test_end_turn.cfg","39","0","3","36","33","0"
"Wose.cfg","270","0","62","208","124","0"
"small_resolution.cfg","776","0","193","583","304","0"
"groups.cfg","81","0","18","63","38","0"
"surrender_quit.cfg","283","0","70","213","124","0"
"Soldier_King.cfg","142","0","32","110","73","0"
"Skeletal_Dragon.cfg","277","0","62","215","135","0"
"transitions.cfg","5854","0","1068","4786","2824","0"
"Loyalist_General.cfg","469","0","93","376","252","0"
"core_dialog.cfg","517","0","129","388","218","0"
"B3.cfg","0","0","0","0","0","0"
"ai.cfg","1643","0","386","1257","666","24"
"Firetrooper.cfg","685","0","156","529","328","0"
"05_Blackwater.cfg","1238","0","291","947","547","0"
"ai_candidate_actions.cfg","503","0","127","376","214","0"
"misc.cfg","670","0","161","509","280","0"
"filler.cfg","62","0","15","47","26","0"
"dev_multiplayer.cfg","11","0","2","9","8","0"
"idle_ai.cfg","27","0","7","20","13","0"
"Dwarvish_Masked_Guardsman.cfg","337","0","75","262","163","0"
"19_Costly_Revenge.cfg","1414","0","312","1102","664","0"
"fast.cfg","235","0","47","188","131","0"
"02_Across_the_Harsh_Sands.cfg","5256","0","1114","4142","2521","0"
"11a_The_Eastern_Flank.cfg","1647","0","363","1284","780","0"
"12_Walking_Trees.cfg","1101","0","250","851","502","0"
"matrix_default.cfg","352","0","87","265","124","0"
"vi_VN.cfg","17","0","5","12","8","0"
"toggle_button_default.cfg","376","0","87","289","143","0"
"ro_RO.cfg","17","0","5","12","8","0"
"04_The_Spiral_Path.cfg","764","0","165","599","355","0"
"preferences.cfg","971","0","242","729","387","0"
"ja_JP.cfg","21","0","6","15","10","0"
"Haunt.cfg","76","0","20","56","28","0"
"21_Against_the_World.cfg","694","0","144","550","349","6"
"mp_staging.cfg","1878","0","443","1435","835","0"
"09_Fallen_Lich_Point.cfg","2132","0","441","1691","1080","0"
"horizontal_scrollbar.cfg","172","0","47","125","64","0"
"install_dependencies.cfg","253","0","63","190","107","0"
"test_lua_wml_tagnames.cfg","18","0","2","16","15","0"
"Sea_Serpent.cfg","177","0","39","138","91","0"
"04_Clearing_the_Mines.cfg","2020","0","399","1621","1016","0"
"Loyalist_Royal_Guard.cfg","306","0","56","250","178","0"
"help_browser.cfg","389","0","97","292","157","0"
"Apothecary.cfg","206","0","45","161","103","0"
"05_Choice_In_The_Fog.cfg","3413","0","755","2658","1594","0"
"Spirit_Wraith.cfg","549","0","84","465","355","0"
"default.cfg","2372","0","544","1828","1134","0"
"03_Kalian_under_Attack.cfg","3926","0","735","3191","2098","0"
"16_Weldyn_under_Attack.cfg","1140","0","257","883","516","0"
"Initiate.cfg","322","0","70","252","162","0"
"Lich_Lord.cfg","680","0","147","533","345","0"
"dm-macros.cfg","57","0","9","48","40","0"
"sound_sources.cfg","159","0","35","124","86","0"
"06a_Into_the_Depths.cfg","2909","0","623","2286","1401","0"
"unit_preview_pane.cfg","1127","0","280","847","470","0"
"unit_spawns_at_nearest_vacant_hex.cfg","138","0","13","125","102","0"
"15_A_New_Land.cfg","1877","0","365","1512","1007","3"
"wml_message.cfg","1667","0","347","1320","837","9"
"game_version.cfg","1466","0","357","1109","613","0"
"Pathfinder.cfg","366","0","69","297","207","0"
"test_create_side.cfg","243","0","49","194","128","0"
"12_Evacuation.cfg","1234","0","271","963","579","0"
"08_Alone_at_Last.cfg","3438","0","700","2738","1728","0"
"recruit_facing.cfg","856","0","107","749","566","0"
"message.cfg","332","0","83","249","137","0"
"wolves.cfg","891","0","181","710","469","0"
"game_load.cfg","1317","0","319","998","566","0"
"en_GB.cfg","30","0","6","24","19","0"
"2p5_Reaching_the_Runecrafter.cfg","1142","0","251","891","542","0"
"6p_The_Manzivan_Traps.cfg","284","0","68","216","135","0"
"Familiar.cfg","321","0","68","253","167","0"
"08_Clearwater_Port.cfg","3279","0","656","2623","1710","0"
"it_IT.cfg","17","0","5","12","8","0"
"Wild_Wyvern.cfg","164","0","36","128","85","0"
"scenario-utils.cfg","161","0","40","121","69","0"
"Fire_Dragon.cfg","468","0","99","369","238","0"
"4p_Clash.cfg","188","0","44","144","91","0"
"objective-utils.cfg","34","0","9","25","16","6"
"logging.cfg","529","0","130","399","215","0"
"Falcon.cfg","256","0","57","199","123","0"
"05a_02_Dealings.cfg","645","0","138","507","313","0"
"Horse_Grand_Knight.cfg","333","0","75","258","157","0"
"panel_wml_message.cfg","138","0","34","104","57","0"
"16_The_Mage.cfg","1511","0","340","1171","687","0"
"B2.cfg","0","0","0","0","0","0"
"basic.cfg","101","0","16","85","72","3"
"scroll_label_description.cfg","279","0","65","214","116","0"
"internal-complex.cfg","869","0","182","687","338","0"
"default_config.cfg","361","0","80","281","162","0"
"gamestate_inspector.cfg","1068","0","155","913","704","0"
"pathfind_1.cfg","0","0","0","0","0","0"
"14_Plunging_Into_the_Darkness.cfg","2158","0","498","1660","988","0"
"campaign_dialog.cfg","955","0","237","718","401","0"
"el_GR.cfg","21","0","6","15","10","0"
"nl_NL.cfg","17","0","5","12","8","0"
"modifications.cfg","956","0","192","764","431","0"
"panel_story_viewer.cfg","168","0","41","127","71","0"
"interface-utils.cfg","902","0","207","695","354","3"
"Siren.cfg","334","0","73","261","165","0"
"screenshot_notification.cfg","482","0","118","364","209","0"
"pl_PL.cfg","17","0","5","12","8","0"
"13_The_Dwarvish_Stand.cfg","954","0","209","745","444","0"
"2p_Elensefar_Courtyard.cfg","592","0","94","498","360","0"
"Woodsman_Poacher.cfg","316","0","69","247","157","0"
"ANL_research_options.cfg","948","0","170","778","533","0"
"multimenu_button_default.cfg","504","0","113","391","221","0"
"sr_RS.cfg","21","0","6","15","10","0"
"05_Schism.cfg","1361","0","279","1082","686","0"
"Sea_Orc.cfg","272","0","52","220","153","0"
"24_Battle_for_Wesnoth.cfg","1708","0","368","1340","820","0"
"Necrophage.cfg","32","0","8","24","16","0"
"Caravan.cfg","95","0","21","74","50","0"
"unit_recall.cfg","1156","0","287","869","491","0"
"scatter_units.cfg","52","0","4","48","43","0"
"Loyalist_Fencer.cfg","350","0","64","286","199","0"
"12_Confrontation.cfg","1144","0","248","896","541","0"
"Citizen.cfg","186","0","37","149","110","0"
"Necro_Dark_Adept.cfg","35","0","8","27","19","0"
"Outlaw.cfg","413","0","94","319","189","0"
"Ethereal_Wraith.cfg","60","0","15","45","25","0"
"06b_Slave_of_the_Undead.cfg","1158","0","233","925","605","0"
"Corpse_Ghast.cfg","192","0","43","149","92","0"
"3_Searching_for_the_Runecrafter.cfg","1864","0","428","1436","821","0"
"rebels-default.cfg","79","0","13","66","53","0"
"Scorcher.cfg","514","0","113","401","253","0"
"cutscene-minimal.cfg","138","0","35","103","61","0"
"19_The_Vanguard.cfg","2280","0","421","1859","1270","0"
"08a_Vengeance.cfg","2179","0","387","1792","1257","0"
"Arbiter.cfg","604","0","120","484","321","0"
"formula_ai.cfg","111","0","25","86","49","0"
"Darawf.cfg","166","0","36","130","90","0"
"4p_Hamlets.cfg","204","0","48","156","99","0"
"13_News_from_the_Front.cfg","759","0","184","575","323","0"
"4p_Isars_Cross.cfg","202","0","48","154","97","0"
"game_save_oos.cfg","448","0","111","337","193","0"
"Outlaw_Fugitive.cfg","417","0","94","323","192","0"
"Loyalist_Halberdier.cfg","552","0","123","429","258","0"
"Injured_Sergeant.cfg","44","0","11","33","21","0"
"Thrasher.cfg","567","0","92","475","353","0"
"Great.cfg","202","0","44","158","101","0"
"Alien_Minion.cfg","341","0","69","272","195","0"
"english.cfg","184","0","38","146","107","0"
"Ethereal_Spectre.cfg","56","0","14","42","23","0"
"northerners-aoh.cfg","78","0","13","65","52","0"
"Epilogue.cfg","868","0","187","681","429","0"
"07c_A_Small_Favor3.cfg","4382","0","867","3515","2200","0"
"04_The_Siege_of_Barag_Gor.cfg","2135","0","441","1694","1073","0"
"_final.cfg","0","0","0","0","0","0"
"toggle_button_listbox_header.cfg","577","0","137","440","231","0"
"Mage_Red.cfg","493","0","114","379","219","0"
"label_title_screen_tip.cfg","219","0","55","164","90","0"
"Quintain.cfg","193","0","40","153","102","0"
"B1.cfg","0","0","0","0","0","0"
"Infantry_Lieutenant.cfg","195","0","44","151","93","0"
"04_sound.cfg","413","0","91","322","186","0"
"3p_Alirok_Marsh.cfg","151","0","35","116","74","0"
"04a_The_Swamp_of_Esten.cfg","2258","0","432","1826","1195","0"
"Dust_Devil.cfg","535","0","121","414","257","0"
"Spirit_Ghost.cfg","752","0","124","628","462","0"
"10_Heart_Mountains.cfg","818","0","176","642","392","0"
"es_ES.cfg","39","0","6","33","28","0"
"5p_The_Wilderlands.cfg","1089","0","205","884","575","0"
